Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total_Charges,Churn Label,Churn Value,Churn Score,CLTV
1,0,0,408,90710,218,33.798266,-118.300237,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.45,35.45,1,1,80,2301
1,0,0,518,90712,247,33.840524,-118.148403,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.35,81.25,1,1,76,2570
1,0,0,559,90720,215,33.79499,-118.065591,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,1,1,76,3964
1,0,0,891,90731,176,33.736387,-118.284363,0,0,0,0,8,1,2,0,2,0,0,2,0,2,0,0,2,71.15,563.65,1,1,66,2662
1,0,0,165,90745,230,33.822295,-118.26411,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65,1,1,73,2600
1,0,0,556,90804,206,33.783047,-118.1486,1,0,0,1,7,1,2,1,0,0,0,0,2,2,0,0,3,95.0,655.5,1,1,94,2786
1,0,0,18,91001,536,34.196837,-118.142236,0,0,1,1,20,1,2,1,2,0,0,0,0,0,0,0,2,82.4,1592.35,1,1,86,5719
1,0,0,635,91016,498,34.1528,-118.000482,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,1,0,70.9,273.0,1,1,75,4287
1,0,0,936,91024,514,34.168686,-118.057505,1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,45.3,2651.2,1,1,100,5444
1,0,0,1029,91042,582,34.296574,-118.244839,0,0,1,1,2,1,2,1,0,0,2,2,2,2,0,1,2,104.4,242.8,1,1,83,4690
1,0,0,748,91103,511,34.167465,-118.165327,0,0,1,0,53,1,0,1,0,0,2,0,2,2,1,1,0,94.85,5000.2,1,1,80,4328
1,0,0,748,91106,486,34.139402,-118.128658,0,1,0,1,15,1,2,1,0,0,0,0,0,0,0,1,3,74.45,1145.7,1,1,99,5717
1,0,0,748,91107,505,34.159007,-118.087353,0,1,0,1,7,1,0,1,2,0,0,0,0,0,0,0,0,76.45,503.6,1,1,81,4419
1,0,0,371,91202,513,34.167926,-118.267539,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,29.95,29.95,1,1,95,4534
1,0,0,371,91204,478,34.136306,-118.26036,1,0,0,1,8,1,2,1,0,0,0,0,0,2,0,0,0,84.5,662.65,1,1,86,2152
1,0,0,371,91206,507,34.162515,-118.203869,0,0,0,1,13,1,0,1,0,2,2,0,0,0,0,1,2,79.25,1111.65,1,1,73,5142
1,0,0,371,91207,526,34.182378,-118.262922,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,24.8,1,1,94,4851
1,0,0,149,91304,550,34.224377,-118.632656,1,0,1,1,6,1,0,1,0,2,2,0,0,2,0,1,2,91.0,531.0,1,1,94,2283
1,0,0,630,91345,570,34.266389,-118.459744,1,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,2,79.9,79.9,1,1,98,3394
1,0,0,901,91350,618,34.502432,-118.41459,0,0,0,1,19,1,0,1,2,0,2,2,2,2,0,1,2,106.6,1934.45,1,1,71,3764
1,0,0,983,91352,552,34.231053,-118.338307,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,46.0,84.5,1,1,76,2667
1,0,0,968,91381,591,34.364153,-118.615583,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,1,2,70.15,268.35,1,1,67,2227
1,0,0,743,91402,549,34.223768,-118.445461,1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,50.05,179.35,1,1,82,3394
1,0,0,1053,91411,524,34.17847,-118.459472,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,3,55.2,55.2,1,1,81,3638
1,0,0,121,91504,546,34.213049,-118.317651,1,0,0,1,1,1,0,1,2,0,0,0,0,2,0,1,3,84.6,84.6,1,1,66,2484
1,0,0,688,91601,515,34.1692,-118.372498,1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,3,54.4,114.1,1,1,81,2556
1,0,0,688,91605,543,34.207295,-118.400022,0,1,0,1,11,1,0,1,0,2,0,0,2,2,0,1,2,95.0,1120.3,1,1,85,5980
1,0,0,229,91722,444,34.097345,-117.906736,1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,2,74.4,1074.3,1,1,86,4616
1,0,0,229,91723,434,34.084747,-117.886844,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,48.55,48.55,1,1,77,5687
1,0,0,292,91731,431,34.079934,-118.046695,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2,70.4,147.15,1,1,75,5687
1,0,0,292,91732,424,34.074492,-118.01462,1,1,1,0,1,0,1,0,0,2,0,0,2,0,0,0,2,40.2,40.2,1,1,65,5828
1,0,0,499,91744,377,34.031441,-117.936436,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,44.6,80.55,1,1,99,4884
1,0,0,499,91746,384,34.038983,-117.991372,1,1,0,0,3,0,1,0,0,0,2,0,0,2,0,1,2,41.15,132.2,1,1,96,2314
1,0,0,853,91748,336,33.976753,-117.897367,1,1,0,0,13,1,2,1,0,2,2,0,2,2,0,1,2,106.9,1364.3,1,1,84,2494
1,0,0,714,91762,403,34.057256,-117.667677,1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,0,3,19.35,1099.6,1,1,83,5084
1,0,0,714,91764,423,34.074087,-117.605618,0,1,0,0,16,1,0,1,0,0,0,2,2,2,0,1,2,94.45,1511.2,1,1,81,3810
1,0,0,792,91766,386,34.042286,-117.756106,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.8,24.8,1,1,73,5087
1,0,0,792,91768,419,34.067932,-117.785168,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.6,70.6,1,1,69,3338
1,0,0,849,91770,413,34.065108,-118.082791,1,0,1,0,5,1,2,1,0,2,0,2,0,0,0,1,2,85.4,401.1,1,1,80,3676
1,0,0,870,91773,452,34.102119,-117.815532,0,0,1,0,52,1,2,1,0,2,2,0,2,2,0,1,2,105.05,5624.85,1,1,65,4839
1,0,0,1079,91791,407,34.061634,-117.893169,1,0,1,0,18,1,0,1,0,0,2,0,2,2,0,0,3,95.15,1779.95,1,1,68,4643
1,0,0,12,91803,426,34.074736,-118.145959,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.0,70.0,1,1,97,4094
1,0,0,16,91901,52,32.827184,-116.703729,1,1,0,0,8,1,0,1,0,2,0,0,0,0,0,1,2,74.5,606.55,1,1,80,4345
1,0,0,100,91902,12,32.67117,-117.00232,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,44.85,435.4,1,1,83,4061
1,0,0,106,91905,14,32.677097,-116.304991,1,1,0,0,24,1,2,1,0,0,0,0,0,0,0,1,2,76.1,1712.7,1,1,98,2018
1,0,0,399,91931,60,32.857946,-116.561917,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,3,73.6,73.6,1,1,80,2565
1,0,0,461,91934,10,32.649787,-116.2237,0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,95.45,396.1,1,1,85,3677
1,0,0,655,91948,54,32.830852,-116.444601,1,1,1,0,32,1,2,1,0,0,0,0,0,0,0,1,2,74.9,2303.35,1,1,69,4105
1,0,0,104,92004,93,33.200369,-116.192313,1,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,2,80.6,415.55,1,1,69,5715
1,0,0,158,92009,84,33.098018,-117.258203,0,0,1,0,38,1,0,0,2,2,0,2,2,2,1,0,1,80.3,3058.65,1,1,81,2071
1,0,0,251,92014,67,32.948262,-117.256086,1,1,1,0,24,1,0,1,0,0,2,0,2,2,0,1,2,93.15,2231.05,1,1,73,2212
1,0,0,287,92020,44,32.79697,-116.969082,0,1,0,0,54,1,2,0,2,2,0,2,2,2,1,0,0,82.45,4350.1,1,1,83,4149
1,0,0,308,92029,82,33.079834,-117.134275,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.35,139.05,1,1,73,2671
1,0,0,706,92057,98,33.254497,-117.285879,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,73.85,511.25,1,1,67,2473
1,0,0,733,92059,108,33.384345,-117.072619,0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,3,80.6,155.8,1,1,92,2683
1,0,0,741,92060,101,33.309852,-116.823091,1,0,1,0,68,1,2,0,0,2,2,2,0,2,1,1,0,75.8,5293.95,1,1,81,4903
1,0,0,752,92061,102,33.313828,-116.940501,0,0,0,0,43,1,2,1,0,2,2,0,2,2,2,1,2,104.6,4759.85,1,1,91,5250
1,0,0,809,92066,94,33.215251,-116.53633,1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,6603.0,1,1,98,4352
1,0,0,1048,92082,97,33.25283,-116.986079,0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,90.4,168.2,1,1,76,4157
1,0,0,869,92103,33,32.747484,-117.166877,1,0,1,0,4,1,2,1,0,2,2,0,0,0,0,1,0,84.8,371.9,1,1,73,4939
1,0,0,869,92104,30,32.741499,-117.127409,0,1,0,0,21,0,1,0,2,0,0,0,2,0,0,1,2,41.9,840.1,1,1,97,4778
1,0,0,869,92105,32,32.741859,-117.090353,0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,846.0,1,1,85,3598
1,0,0,869,92108,39,32.774046,-117.142454,1,1,1,0,27,0,1,0,2,0,0,0,0,0,0,0,1,30.75,805.1,1,1,91,2927
1,0,0,869,92116,37,32.765299,-117.122565,1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,492.55,1,1,98,5383
1,0,0,869,92122,59,32.85723,-117.209774,1,0,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.65,181.5,1,1,73,3878
1,0,0,869,92129,69,32.961064,-117.134917,0,0,1,0,25,1,2,1,0,0,2,2,2,2,0,1,0,104.95,2566.5,1,1,66,3642
1,0,0,869,92154,1,32.578103,-117.012975,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,50.65,50.65,1,1,76,2431
1,0,0,452,92201,165,33.713891,-116.237257,1,0,0,0,1,1,2,1,0,2,0,0,0,2,0,1,1,90.85,90.85,1,1,81,3424
1,0,0,451,92210,121,33.537646,-116.291089,1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,214.75,1,1,80,5888
1,0,0,735,92211,194,33.762759,-116.324817,0,1,1,0,55,1,2,1,0,2,2,0,0,0,0,1,2,85.45,4874.7,1,1,100,5502
1,0,0,258,92240,318,33.948558,-116.516976,0,0,0,0,34,1,0,1,0,2,0,0,0,0,0,1,1,73.95,2524.45,1,1,94,5795
1,0,0,430,92250,50,32.811001,-115.152865,1,0,1,0,69,1,2,1,0,0,2,0,2,2,0,1,1,99.45,7007.6,1,1,80,4020
1,0,0,681,92257,105,33.345825,-115.596574,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.9,19.9,1,1,92,3351
1,0,0,689,92258,288,33.906496,-116.569499,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,19.6,1,1,95,3448
1,0,0,707,92259,21,32.698964,-115.886656,1,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,81.35,233.7,1,1,73,2818
1,0,0,920,92273,43,32.790282,-115.689559,0,0,1,0,22,1,0,1,0,2,0,0,0,2,0,0,2,83.3,1845.9,1,1,88,3804
1,0,0,1009,92274,120,33.53604,-116.119222,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,75.3,75.3,1,1,67,4902
1,0,0,2,92301,636,34.667815,-117.536183,0,0,1,0,61,1,0,2,1,1,1,1,1,1,0,1,3,19.4,1182.55,1,1,82,4221
1,0,0,32,92307,623,34.55082,-117.122396,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.4,518.9,1,1,68,2887
1,0,0,233,92325,564,34.248061,-117.29028,0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,6396.45,1,1,84,4105
1,0,0,241,92327,651,34.875144,-116.821698,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.55,69.55,1,1,73,2792
1,0,0,574,92338,637,34.702766,-116.093376,0,0,1,0,28,1,0,1,0,0,0,0,0,2,0,1,2,81.05,2227.1,1,1,98,5201
1,0,0,573,92356,621,34.508417,-116.856103,1,0,1,0,4,1,2,1,0,0,2,0,2,2,0,0,2,101.15,385.9,1,1,84,4417
1,0,0,576,92358,556,34.238162,-117.534306,1,0,0,0,7,1,2,1,0,2,0,0,2,2,0,1,2,99.8,673.25,1,1,98,2031
1,0,0,763,92371,606,34.441123,-117.537886,0,0,1,0,13,1,0,0,0,0,0,0,0,2,0,0,2,55.95,734.35,1,1,91,4498
1,0,0,822,92373,355,34.003243,-117.138286,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,55.0,1,1,71,4877
1,0,0,830,92377,503,34.156758,-117.404686,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7,1,1,80,5980
1,0,0,854,92382,529,34.186211,-117.07683,1,0,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.25,1861.5,1,1,77,4418
1,0,0,1000,92389,726,35.824572,-116.274755,1,0,0,0,5,1,0,1,0,0,0,2,2,2,0,1,2,96.1,453.4,1,1,66,4192
1,0,0,1057,92392,614,34.486835,-117.362274,0,0,0,0,15,1,0,1,0,0,0,0,0,0,0,0,0,69.0,994.8,1,1,73,5671
1,0,0,1118,92397,588,34.358321,-117.618263,0,0,1,0,48,0,1,0,2,0,2,0,0,2,0,1,0,45.3,2145.0,1,1,65,4926
1,0,0,865,92401,455,34.105935,-117.2914,0,0,1,0,8,1,0,1,0,2,0,0,2,0,0,1,2,83.55,680.05,1,1,65,2879
1,0,0,865,92410,456,34.106922,-117.297553,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,74.35,1,1,93,2814
1,0,0,844,92503,279,33.890046,-117.455583,0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,1,2,74.4,139.4,1,1,77,4263
1,0,0,844,92506,306,33.930931,-117.361788,1,0,0,0,22,0,1,0,0,2,2,0,0,2,1,1,0,43.75,903.6,1,1,66,3099
1,0,0,844,92509,357,34.004379,-117.447864,0,1,0,0,5,0,1,0,0,2,0,0,0,0,0,0,2,28.45,131.05,1,1,89,4099
1,0,0,589,92518,275,33.888323,-117.277533,0,0,0,0,12,1,2,1,2,2,2,0,0,2,0,1,0,99.7,1238.45,1,1,76,2538
1,0,0,419,92544,143,33.644585,-116.871544,0,1,0,0,20,1,2,1,0,2,2,0,0,2,0,1,2,94.1,1782.4,1,1,87,2666
1,0,0,431,92548,192,33.761894,-117.120868,1,0,1,0,2,1,0,1,0,0,0,2,2,2,0,1,2,94.2,167.5,1,1,72,3715
1,0,0,446,92549,190,33.755039,-116.741796,0,0,1,0,6,1,2,1,0,0,0,2,0,0,0,1,2,80.5,502.85,1,1,98,5032
1,0,0,647,92557,329,33.970661,-117.255039,0,1,1,0,5,1,2,1,0,0,0,0,0,0,0,1,2,74.35,334.8,1,1,82,5273
1,0,0,662,92563,128,33.581045,-117.14719,1,0,0,0,40,1,2,1,0,0,2,2,2,2,0,0,0,104.8,4131.95,1,1,88,3492
1,0,0,759,92571,233,33.828289,-117.201666,0,1,1,0,27,1,0,1,2,0,0,0,0,0,0,1,0,75.2,1929.35,1,1,99,4517
1,0,0,982,92586,163,33.707483,-117.200006,0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,0,0,75.6,1758.6,1,1,81,2115
1,0,0,982,92587,160,33.69887,-117.25071,1,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3480.0,1,1,72,2568
1,0,0,457,92612,142,33.643095,-117.810896,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,85.0,85.0,1,1,80,5679
1,0,0,511,92630,144,33.644849,-117.684254,1,0,0,0,10,1,2,1,0,0,0,0,2,0,0,1,0,86.05,834.1,1,1,85,2966
1,0,0,441,92646,149,33.666301,-117.969501,1,0,0,0,13,0,1,0,2,0,0,2,2,0,0,1,1,45.55,597.0,1,1,74,4856
1,0,0,441,92648,153,33.679659,-118.016195,1,0,1,0,39,1,0,1,0,2,0,0,2,0,0,1,3,86.3,3266.0,1,1,98,3364
1,0,0,676,92661,130,33.601309,-117.902304,1,0,0,0,32,1,2,1,0,2,0,0,0,0,0,1,0,80.35,2596.15,1,1,92,5974
1,0,0,898,92701,183,33.748478,-117.858918,0,0,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.25,3527.6,1,1,72,2744
1,0,0,898,92707,166,33.714829,-117.872941,1,0,1,0,56,1,2,1,0,2,0,0,2,2,1,0,1,100.3,5614.45,1,1,67,5170
1,0,0,23,92805,237,33.830209,-117.906099,0,0,1,0,12,1,0,2,1,1,1,1,1,1,0,0,3,19.0,233.55,1,1,72,3535
1,0,0,23,92806,244,33.83796,-117.870494,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,3,75.3,75.3,1,1,87,3244
1,0,0,23,92807,252,33.848733,-117.788357,0,1,0,0,4,1,2,1,0,0,2,0,2,0,0,1,2,89.2,346.2,1,1,74,5808
1,0,0,110,92823,300,33.924143,-117.79387,0,1,0,0,1,1,2,1,0,0,0,0,2,0,0,1,2,85.7,85.7,1,1,66,4880
1,0,0,684,92860,301,33.925833,-117.559639,0,0,0,0,12,1,2,0,2,0,2,2,0,0,0,1,3,61.65,713.75,1,1,67,5670
1,0,0,1120,92887,271,33.884073,-117.732197,0,1,1,0,65,1,2,1,2,0,2,0,2,2,0,0,0,105.25,6786.4,1,1,91,4196
1,0,0,1055,93001,589,34.360261,-119.306383,1,0,1,0,9,0,1,0,0,2,0,0,0,0,0,1,2,29.95,248.95,1,1,83,2573
1,0,0,1055,93003,576,34.279221,-119.221437,0,0,1,0,9,1,0,0,2,2,2,2,0,0,0,0,3,65.0,663.05,1,1,76,3983
1,0,0,795,93041,460,34.110124,-119.100972,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,0,20.0,137.6,1,1,100,4479
1,0,0,981,93067,599,34.420998,-119.60137,1,1,1,0,49,1,2,1,0,2,0,0,0,2,0,0,1,90.05,4547.25,1,1,96,5059
1,0,0,899,93101,598,34.419203,-119.710008,1,1,1,0,43,1,2,1,0,2,2,2,2,2,0,1,0,110.75,4687.9,1,1,65,2728
1,0,0,899,93110,603,34.437945,-119.77191,0,0,1,0,65,1,2,1,0,2,2,0,2,2,0,1,2,105.5,6985.65,1,1,89,5720
1,0,0,15,93201,733,35.869626,-119.498771,1,1,1,0,56,1,2,1,2,0,2,0,2,2,1,1,0,104.55,5794.65,1,1,91,6268
1,0,0,38,93202,766,36.315979,-119.710852,1,0,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,85.25,855.3,1,1,75,3573
1,0,0,50,93204,735,35.916943,-120.129921,0,0,1,0,43,1,0,0,0,0,0,0,2,0,0,0,2,56.15,2499.3,1,1,65,2152
1,0,0,98,93205,706,35.523991,-118.400432,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.55,89.55,1,1,99,4996
1,0,0,143,93208,747,36.057458,-118.591951,1,1,1,0,20,1,2,1,0,0,0,0,2,2,0,1,2,94.55,1899.65,1,1,84,5604
1,0,0,204,93210,753,36.186867,-120.387793,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.7,45.7,1,1,95,2295
1,0,0,253,93215,724,35.772244,-119.209689,0,1,0,0,2,1,2,1,0,2,0,0,0,2,0,0,2,89.5,161.5,1,1,80,2065
1,0,0,283,93219,730,35.858054,-119.305858,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,69.55,222.3,1,1,87,2876
1,0,0,313,93221,763,36.301689,-119.018233,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,3,74.6,74.6,1,1,94,3860
1,0,0,322,93224,679,35.215731,-119.57013,0,1,0,0,8,1,0,2,1,1,1,1,1,1,0,0,2,19.65,164.3,1,1,83,5432
1,0,0,443,93234,755,36.217864,-120.080117,1,0,1,0,2,1,0,2,1,1,1,1,1,1,1,0,3,19.85,35.9,1,1,68,2362
1,0,0,477,93238,729,35.852892,-118.397782,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,3,24.25,96.05,1,1,93,2038
1,0,0,531,93244,780,36.462671,-118.997291,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,69.65,145.15,1,1,80,2323
1,0,0,538,93247,754,36.205465,-119.085807,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,45.65,191.05,1,1,78,2864
1,0,0,590,93252,642,34.737031,-119.460557,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,75.05,75.05,1,1,78,4838
1,0,0,715,93255,718,35.676978,-118.101378,1,1,0,0,52,0,1,0,0,2,0,0,2,2,0,1,2,49.15,2550.9,1,1,90,5597
1,0,0,800,93260,731,35.861928,-118.636698,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,2,34.7,62.25,1,1,65,3146
1,0,0,924,93263,704,35.490705,-119.286833,1,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,2,80.0,80.0,1,1,88,2046
1,0,0,1014,93272,746,36.047414,-119.344304,1,1,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,49.25,91.1,1,1,89,3475
1,0,0,1111,93285,719,35.690535,-118.552784,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.1,270.7,1,1,69,4965
1,0,0,1061,93292,769,36.37559,-119.211689,1,0,1,0,3,1,0,0,0,0,2,0,0,0,0,1,2,50.15,168.15,1,1,86,3273
1,0,0,56,93311,673,35.16207,-119.194488,0,0,0,0,25,1,0,1,2,2,0,0,0,0,0,1,0,79.85,2015.35,1,1,85,4535
1,0,0,884,93405,681,35.236549,-120.727344,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,1,1,66,3556
1,0,0,553,93436,629,34.601055,-120.382917,0,0,1,0,4,1,2,1,0,0,0,0,0,2,0,1,2,85.95,381.3,1,1,74,5640
1,0,0,553,93437,644,34.757477,-120.550507,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,45.35,141.5,1,1,67,2450
